"都道府県番号","団体コード","都道府県名（漢字）","市区町村名（漢字）","都道府県名（カナ）","市区町村名（カナ）"
"35","353442","山口県","平生町","ﾔﾏｸﾞﾁｹﾝ","ﾋﾗｵﾁｮｳ"
"35","355020","山口県","阿武町","ﾔﾏｸﾞﾁｹﾝ","ｱﾌﾞﾁｮｳ"
"36","360007","徳島県","","ﾄｸｼﾏｹﾝ",""
"36","362018","徳島県","徳島市","ﾄｸｼﾏｹﾝ","ﾄｸｼﾏｼ"
"36","362026","徳島県","鳴門市","ﾄｸｼﾏｹﾝ","ﾅﾙﾄｼ"
"36","362034","徳島県","小松島市","ﾄｸｼﾏｹﾝ","ｺﾏﾂｼﾏｼ"
"36","362042","徳島県","阿南市","ﾄｸｼﾏｹﾝ","ｱﾅﾝｼ"
"36","362051","徳島県","吉野川市","ﾄｸｼﾏｹﾝ","ﾖｼﾉｶﾞﾜｼ"
"36","362069","徳島県","阿波市","ﾄｸｼﾏｹﾝ","ｱﾜｼ"
"36","362077","徳島県","美馬市","ﾄｸｼﾏｹﾝ","ﾐﾏｼ"
"36","362085","徳島県","三好市","ﾄｸｼﾏｹﾝ","ﾐﾖｼｼ"
"36","363014","徳島県","勝浦町","ﾄｸｼﾏｹﾝ","ｶﾂｳﾗﾁｮｳ"
"36","363022","徳島県","上勝町","ﾄｸｼﾏｹﾝ","ｶﾐｶﾂﾁｮｳ"
"36","363219","徳島県","佐那河内村","ﾄｸｼﾏｹﾝ","ｻﾅｺﾞｳﾁｿﾝ"
"36","363413","徳島県","石井町","ﾄｸｼﾏｹﾝ","ｲｼｲﾁｮｳ"
"36","363421","徳島県","神山町","ﾄｸｼﾏｹﾝ","ｶﾐﾔﾏﾁｮｳ"
"36","363685","徳島県","那賀町","ﾄｸｼﾏｹﾝ","ﾅｶﾁｮｳ"
"36","363839","徳島県","牟岐町","ﾄｸｼﾏｹﾝ","ﾑｷﾞﾁｮｳ"
"36","363871","徳島県","美波町","ﾄｸｼﾏｹﾝ","ﾐﾅﾐﾁｮｳ"
"36","363880","徳島県","海陽町","ﾄｸｼﾏｹﾝ","ｶｲﾖｳﾁｮｳ"
"36","364011","徳島県","松茂町","ﾄｸｼﾏｹﾝ","ﾏﾂｼｹﾞﾁｮｳ"
"36","364029","徳島県","北島町","ﾄｸｼﾏｹﾝ","ｷﾀｼﾞﾏﾁｮｳ"
"36","364037","徳島県","藍住町","ﾄｸｼﾏｹﾝ","ｱｲｽﾞﾐﾁｮｳ"
"36","364045","徳島県","板野町","ﾄｸｼﾏｹﾝ","ｲﾀﾉﾁｮｳ"
"36","364053","徳島県","上板町","ﾄｸｼﾏｹﾝ","ｶﾐｲﾀﾁｮｳ"
"36","364681","徳島県","つるぎ町","ﾄｸｼﾏｹﾝ","ﾂﾙｷﾞﾁｮｳ"
"36","364894","徳島県","東みよし町","ﾄｸｼﾏｹﾝ","ﾋｶﾞｼﾐﾖｼﾁｮｳ"
"37","370002","香川県","","ｶｶﾞﾜｹﾝ",""
"37","372013","香川県","高松市","ｶｶﾞﾜｹﾝ","ﾀｶﾏﾂｼ"
"37","372021","香川県","丸亀市","ｶｶﾞﾜｹﾝ","ﾏﾙｶﾞﾒｼ"
"37","372030","香川県","坂出市","ｶｶﾞﾜｹﾝ","ｻｶｲﾃﾞｼ"
"37","372048","香川県","善通寺市","ｶｶﾞﾜｹﾝ","ｾﾞﾝﾂｳｼﾞｼ"
"37","372056","香川県","観音寺市","ｶｶﾞﾜｹﾝ","ｶﾝｵﾝｼﾞｼ"
"37","372064","香川県","さぬき市","ｶｶﾞﾜｹﾝ","ｻﾇｷｼ"
"37","372072","香川県","東かがわ市","ｶｶﾞﾜｹﾝ","ﾋｶﾞｼｶｶﾞﾜｼ"
"37","372081","香川県","三豊市","ｶｶﾞﾜｹﾝ","ﾐﾄﾖｼ"
"37","373222","香川県","土庄町","ｶｶﾞﾜｹﾝ","ﾄﾉｼｮｳﾁｮｳ"
"37","373249","香川県","小豆島町","ｶｶﾞﾜｹﾝ","ｼｮｳﾄﾞｼﾏﾁｮｳ"
"37","373419","香川県","三木町","ｶｶﾞﾜｹﾝ","ﾐｷﾁｮｳ"
"37","373648","香川県","直島町","ｶｶﾞﾜｹﾝ","ﾅｵｼﾏﾁｮｳ"
"37","373869","香川県","宇多津町","ｶｶﾞﾜｹﾝ","ｳﾀﾂﾞﾁｮｳ"
"37","373877","香川県","綾川町","ｶｶﾞﾜｹﾝ","ｱﾔｶﾞﾜﾁｮｳ"
"37","374032","香川県","琴平町","ｶｶﾞﾜｹﾝ","ｺﾄﾋﾗﾁｮｳ"
"37","374041","香川県","多度津町","ｶｶﾞﾜｹﾝ","ﾀﾄﾞﾂﾁｮｳ"
"37","374067","香川県","まんのう町","ｶｶﾞﾜｹﾝ","ﾏﾝﾉｳﾁｮｳ"
"38","380008","愛媛県","","ｴﾋﾒｹﾝ",""
"38","382019","愛媛県","松山市","ｴﾋﾒｹﾝ","ﾏﾂﾔﾏｼ"
"38","382027","愛媛県","今治市","ｴﾋﾒｹﾝ","ｲﾏﾊﾞﾘｼ"
"38","382035","愛媛県","宇和島市","ｴﾋﾒｹﾝ","ｳﾜｼﾞﾏｼ"
"38","382043","愛媛県","八幡浜市","ｴﾋﾒｹﾝ","ﾔﾜﾀﾊﾏｼ"
"38","382051","愛媛県","新居浜市","ｴﾋﾒｹﾝ","ﾆｲﾊﾏｼ"
"38","382060","愛媛県","西条市","ｴﾋﾒｹﾝ","ｻｲｼﾞｮｳｼ"
"38","382078","愛媛県","大洲市","ｴﾋﾒｹﾝ","ｵｵｽﾞｼ"
"38","382108","愛媛県","伊予市","ｴﾋﾒｹﾝ","ｲﾖｼ"
"38","382132","愛媛県","四国中央市","ｴﾋﾒｹﾝ","ｼｺｸﾁｭｳｵｳｼ"
"38","382141","愛媛県","西予市","ｴﾋﾒｹﾝ","ｾｲﾖｼ"
"38","382159","愛媛県","東温市","ｴﾋﾒｹﾝ","ﾄｳｵﾝｼ"
"38","383562","愛媛県","上島町","ｴﾋﾒｹﾝ","ｶﾐｼﾞﾏﾁｮｳ"
"38","383864","愛媛県","久万高原町","ｴﾋﾒｹﾝ","ｸﾏｺｳｹﾞﾝﾁｮｳ"
"38","384011","愛媛県","松前町","ｴﾋﾒｹﾝ","ﾏｻｷﾁｮｳ"
"38","384020","愛媛県","砥部町","ｴﾋﾒｹﾝ","ﾄﾍﾞﾁｮｳ"
"38","384224","愛媛県","内子町","ｴﾋﾒｹﾝ","ｳﾁｺﾁｮｳ"
"38","384429","愛媛県","伊方町","ｴﾋﾒｹﾝ","ｲｶﾀﾁｮｳ"
"38","384844","愛媛県","松野町","ｴﾋﾒｹﾝ","ﾏﾂﾉﾁｮｳ"
"38","384887","愛媛県","鬼北町","ｴﾋﾒｹﾝ","ｷﾎｸﾁｮｳ"
"38","385069","愛媛県","愛南町","ｴﾋﾒｹﾝ","ｱｲﾅﾝﾁｮｳ"
"39","390003","高知県","","ｺｳﾁｹﾝ",""
"39","392014","高知県","高知市","ｺｳﾁｹﾝ","ｺｳﾁｼ"
"39","392022","高知県","室戸市","ｺｳﾁｹﾝ","ﾑﾛﾄｼ"
"39","392031","高知県","安芸市","ｺｳﾁｹﾝ","ｱｷｼ"
"39","392049","高知県","南国市","ｺｳﾁｹﾝ","ﾅﾝｺｸｼ"
"39","392057","高知県","土佐市","ｺｳﾁｹﾝ","ﾄｻｼ"
"39","392065","高知県","須崎市","ｺｳﾁｹﾝ","ｽｻｷｼ"
"39","392081","高知県","宿毛市","ｺｳﾁｹﾝ","ｽｸﾓｼ"
"39","392090","高知県","土佐清水市","ｺｳﾁｹﾝ","ﾄｻｼﾐｽﾞｼ"
"39","392103","高知県","四万十市","ｺｳﾁｹﾝ","ｼﾏﾝﾄｼ"
"39","392111","高知県","香南市","ｺｳﾁｹﾝ","ｺｳﾅﾝｼ"
"39","392120","高知県","香美市","ｺｳﾁｹﾝ","ｶﾐｼ"
"39","393011","高知県","東洋町","ｺｳﾁｹﾝ","ﾄｳﾖｳﾁｮｳ"
"39","393029","高知県","奈半利町","ｺｳﾁｹﾝ","ﾅﾊﾘﾁｮｳ"
"39","393037","高知県","田野町","ｺｳﾁｹﾝ","ﾀﾉﾁｮｳ"
"39","393045","高知県","安田町","ｺｳﾁｹﾝ","ﾔｽﾀﾞﾁｮｳ"
"39","393053","高知県","北川村","ｺｳﾁｹﾝ","ｷﾀｶﾞﾜﾑﾗ"
"39","393061","高知県","馬路村","ｺｳﾁｹﾝ","ｳﾏｼﾞﾑﾗ"
"39","393070","高知県","芸西村","ｺｳﾁｹﾝ","ｹﾞｲｾｲﾑﾗ"
"39","393410","高知県","本山町","ｺｳﾁｹﾝ","ﾓﾄﾔﾏﾁｮｳ"
"39","393444","高知県","大豊町","ｺｳﾁｹﾝ","ｵｵﾄﾖﾁｮｳ"
"39","393631","高知県","土佐町","ｺｳﾁｹﾝ","ﾄｻﾁｮｳ"
"39","393649","高知県","大川村","ｺｳﾁｹﾝ","ｵｵｶﾜﾑﾗ"
"39","393860","高知県","いの町","ｺｳﾁｹﾝ","ｲﾉﾁｮｳ"
"39","393878","高知県","仁淀川町","ｺｳﾁｹﾝ","ﾆﾖﾄﾞｶﾞﾜﾁｮｳ"
"39","394017","高知県","中土佐町","ｺｳﾁｹﾝ","ﾅｶﾄｻﾁｮｳ"
"39","394025","高知県","佐川町","ｺｳﾁｹﾝ","ｻｶﾜﾁｮｳ"
"39","394033","高知県","越知町","ｺｳﾁｹﾝ","ｵﾁﾁｮｳ"
"39","394050","高知県","梼原町","ｺｳﾁｹﾝ","ﾕｽﾊﾗﾁｮｳ"
"39","394106","高知県","日高村","ｺｳﾁｹﾝ","ﾋﾀﾞｶﾑﾗ"
"39","394114","高知県","津野町","ｺｳﾁｹﾝ","ﾂﾉﾁｮｳ"
"39","394122","高知県","四万十町","ｺｳﾁｹﾝ","ｼﾏﾝﾄﾁｮｳ"
"39","394246","高知県","大月町","ｺｳﾁｹﾝ","ｵｵﾂｷﾁｮｳ"
"39","394271","高知県","三原村","ｺｳﾁｹﾝ","ﾐﾊﾗﾑﾗ"
"39","394289","高知県","黒潮町","ｺｳﾁｹﾝ","ｸﾛｼｵﾁｮｳ"
"40","400009","福岡県","","ﾌｸｵｶｹﾝ",""
"40","401005","福岡県","北九州市","ﾌｸｵｶｹﾝ","ｷﾀｷｭｳｼｭｳｼ"
"40","401013","福岡県","北九州市門司区","ﾌｸｵｶｹﾝ","ｷﾀｷｭｳｼｭｳｼﾓｼﾞｸ"
"40","401030","福岡県","北九州市若松区","ﾌｸｵｶｹﾝ","ｷﾀｷｭｳｼｭｳｼﾜｶﾏﾂｸ"
"40","401056","福岡県","北九州市戸畑区","ﾌｸｵｶｹﾝ","ｷﾀｷｭｳｼｭｳｼﾄﾊﾞﾀｸ"
"40","401064","福岡県","北九州市小倉北区","ﾌｸｵｶｹﾝ","ｷﾀｷｭｳｼｭｳｼｺｸﾗｷﾀｸ"
"40","401072","福岡県","北九州市小倉南区","ﾌｸｵｶｹﾝ","ｷﾀｷｭｳｼｭｳｼｺｸﾗﾐﾅﾐｸ"
"40","401081","福岡県","北九州市八幡東区","ﾌｸｵｶｹﾝ","ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾋｶﾞｼｸ"
"40","401099","福岡県","北九州市八幡西区","ﾌｸｵｶｹﾝ","ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ"
"40","401307","福岡県","福岡市","ﾌｸｵｶｹﾝ","ﾌｸｵｶｼ"
"40","401315","福岡県","福岡市東区","ﾌｸｵｶｹﾝ","ﾌｸｵｶｼﾋｶﾞｼｸ"
"40","401323","福岡県","福岡市博多区","ﾌｸｵｶｹﾝ","ﾌｸｵｶｼﾊｶﾀｸ"
"40","401331","福岡県","福岡市中央区","ﾌｸｵｶｹﾝ","ﾌｸｵｶｼﾁｭｳｵｳｸ"
"40","401340","福岡県","福岡市南区","ﾌｸｵｶｹﾝ","ﾌｸｵｶｼﾐﾅﾐｸ"
"40","401358","福岡県","福岡市西区","ﾌｸｵｶｹﾝ","ﾌｸｵｶｼﾆｼｸ"
"40","401366","福岡県","福岡市城南区","ﾌｸｵｶｹﾝ","ﾌｸｵｶｼｼﾞｮｳﾅﾝｸ"
"40","401374","福岡県","福岡市早良区","ﾌｸｵｶｹﾝ","ﾌｸｵｶｼｻﾜﾗｸ"
"40","402028","福岡県","大牟田市","ﾌｸｵｶｹﾝ","ｵｵﾑﾀｼ"
"40","402036","福岡県","久留米市","ﾌｸｵｶｹﾝ","ｸﾙﾒｼ"
"40","402044","福岡県","直方市","ﾌｸｵｶｹﾝ","ﾉｵｶﾞﾀｼ"
"40","402052","福岡県","飯塚市","ﾌｸｵｶｹﾝ","ｲｲﾂﾞｶｼ"
"40","402061","福岡県","田川市","ﾌｸｵｶｹﾝ","ﾀｶﾞﾜｼ"
"40","402079","福岡県","柳川市","ﾌｸｵｶｹﾝ","ﾔﾅｶﾞﾜｼ"
"40","402109","福岡県","八女市","ﾌｸｵｶｹﾝ","ﾔﾒｼ"
"40","402117","福岡県","筑後市","ﾌｸｵｶｹﾝ","ﾁｸｺﾞｼ"
"40","402125","福岡県","大川市","ﾌｸｵｶｹﾝ","ｵｵｶﾜｼ"
"40","402133","福岡県","行橋市","ﾌｸｵｶｹﾝ","ﾕｸﾊｼｼ"
"40","402141","福岡県","豊前市","ﾌｸｵｶｹﾝ","ﾌﾞｾﾞﾝｼ"
"40","402150","福岡県","中間市","ﾌｸｵｶｹﾝ","ﾅｶﾏｼ"
"40","402168","福岡県","小郡市","ﾌｸｵｶｹﾝ","ｵｺﾞｵﾘｼ"
"40","402176","福岡県","筑紫野市","ﾌｸｵｶｹﾝ","ﾁｸｼﾉｼ"
"40","402184","福岡県","春日市","ﾌｸｵｶｹﾝ","ｶｽｶﾞｼ"
"40","402192","福岡県","大野城市","ﾌｸｵｶｹﾝ","ｵｵﾉｼﾞｮｳｼ"
"40","402206","福岡県","宗像市","ﾌｸｵｶｹﾝ","ﾑﾅｶﾀｼ"
"40","402214","福岡県","太宰府市","ﾌｸｵｶｹﾝ","ﾀﾞｻﾞｲﾌｼ"
"40","402231","福岡県","古賀市","ﾌｸｵｶｹﾝ","ｺｶﾞｼ"
"40","402249","福岡県","福津市","ﾌｸｵｶｹﾝ","ﾌｸﾂｼ"
"40","402257","福岡県","うきは市","ﾌｸｵｶｹﾝ","ｳｷﾊｼ"
"40","402265","福岡県","宮若市","ﾌｸｵｶｹﾝ","ﾐﾔﾜｶｼ"
"40","402273","福岡県","嘉麻市","ﾌｸｵｶｹﾝ","ｶﾏｼ"
"40","402281","福岡県","朝倉市","ﾌｸｵｶｹﾝ","ｱｻｸﾗｼ"
"40","402290","福岡県","みやま市","ﾌｸｵｶｹﾝ","ﾐﾔﾏｼ"
"40","402303","福岡県","糸島市","ﾌｸｵｶｹﾝ","ｲﾄｼﾏｼ"
"40","402311","福岡県","那珂川市","ﾌｸｵｶｹﾝ","ﾅｶｶﾞﾜｼ"
"40","403415","福岡県","宇美町","ﾌｸｵｶｹﾝ","ｳﾐﾏﾁ"
"40","403423","福岡県","篠栗町","ﾌｸｵｶｹﾝ","ｻｻｸﾞﾘﾏﾁ"
"40","403431","福岡県","志免町","ﾌｸｵｶｹﾝ","ｼﾒﾏﾁ"
"40","403440","福岡県","須恵町","ﾌｸｵｶｹﾝ","ｽｴﾏﾁ"
"40","403458","福岡県","新宮町","ﾌｸｵｶｹﾝ","ｼﾝｸﾞｳﾏﾁ"
"40","403482","福岡県","久山町","ﾌｸｵｶｹﾝ","ﾋｻﾔﾏﾏﾁ"
"40","403491","福岡県","粕屋町","ﾌｸｵｶｹﾝ","ｶｽﾔﾏﾁ"
"40","403814","福岡県","芦屋町","ﾌｸｵｶｹﾝ","ｱｼﾔﾏﾁ"
"40","403822","福岡県","水巻町","ﾌｸｵｶｹﾝ","ﾐｽﾞﾏｷﾏﾁ"
"40","403831","福岡県","岡垣町","ﾌｸｵｶｹﾝ","ｵｶｶﾞｷﾏﾁ"
"40","403849","福岡県","遠賀町","ﾌｸｵｶｹﾝ","ｵﾝｶﾞﾁｮｳ"
"40","404012","福岡県","小竹町","ﾌｸｵｶｹﾝ","ｺﾀｹﾏﾁ"
"40","404021","福岡県","鞍手町","ﾌｸｵｶｹﾝ","ｸﾗﾃﾏﾁ"
"40","404217","福岡県","桂川町","ﾌｸｵｶｹﾝ","ｹｲｾﾝﾏﾁ"
"40","404471","福岡県","筑前町","ﾌｸｵｶｹﾝ","ﾁｸｾﾞﾝﾏﾁ"
"40","404489","福岡県","東峰村","ﾌｸｵｶｹﾝ","ﾄｳﾎｳﾑﾗ"
"40","405035","福岡県","大刀洗町","ﾌｸｵｶｹﾝ","ﾀﾁｱﾗｲﾏﾁ"
"40","405221","福岡県","大木町","ﾌｸｵｶｹﾝ","ｵｵｷﾏﾁ"
"40","405442","福岡県","広川町","ﾌｸｵｶｹﾝ","ﾋﾛｶﾜﾏﾁ"
"40","406015","福岡県","香春町","ﾌｸｵｶｹﾝ","ｶﾜﾗﾏﾁ"
"40","406023","福岡県","添田町","ﾌｸｵｶｹﾝ","ｿｴﾀﾞﾏﾁ"
"40","406040","福岡県","糸田町","ﾌｸｵｶｹﾝ","ｲﾄﾀﾞﾏﾁ"
"40","406058","福岡県","川崎町","ﾌｸｵｶｹﾝ","ｶﾜｻｷﾏﾁ"
"40","406082","福岡県","大任町","ﾌｸｵｶｹﾝ","ｵｵﾄｳﾏﾁ"
"40","406091","福岡県","赤村","ﾌｸｵｶｹﾝ","ｱｶﾑﾗ"
"40","406104","福岡県","福智町","ﾌｸｵｶｹﾝ","ﾌｸﾁﾏﾁ"
"40","406210","福岡県","苅田町","ﾌｸｵｶｹﾝ","ｶﾝﾀﾞﾏﾁ"
"40","406252","福岡県","みやこ町","ﾌｸｵｶｹﾝ","ﾐﾔｺﾏﾁ"
"40","406422","福岡県","吉富町","ﾌｸｵｶｹﾝ","ﾖｼﾄﾐﾏﾁ"
"40","406465","福岡県","上毛町","ﾌｸｵｶｹﾝ","ｺｳｹﾞﾏﾁ"
"40","406473","福岡県","築上町","ﾌｸｵｶｹﾝ","ﾁｸｼﾞｮｳﾏﾁ"
"41","410004","佐賀県","","ｻｶﾞｹﾝ",""
"41","412015","佐賀県","佐賀市","ｻｶﾞｹﾝ","ｻｶﾞｼ"
"41","412023","佐賀県","唐津市","ｻｶﾞｹﾝ","ｶﾗﾂｼ"
"41","412031","佐賀県","鳥栖市","ｻｶﾞｹﾝ","ﾄｽｼ"
"41","412040","佐賀県","多久市","ｻｶﾞｹﾝ","ﾀｸｼ"
"41","412058","佐賀県","伊万里市","ｻｶﾞｹﾝ","ｲﾏﾘｼ"
"41","412066","佐賀県","武雄市","ｻｶﾞｹﾝ","ﾀｹｵｼ"
"41","412074","佐賀県","鹿島市","ｻｶﾞｹﾝ","ｶｼﾏｼ"
"41","412082","佐賀県","小城市","ｻｶﾞｹﾝ","ｵｷﾞｼ"
"41","412091","佐賀県","嬉野市","ｻｶﾞｹﾝ","ｳﾚｼﾉｼ"
"41","412104","佐賀県","神埼市","ｻｶﾞｹﾝ","ｶﾝｻﾞｷｼ"
"41","413275","佐賀県","吉野ヶ里町","ｻｶﾞｹﾝ","ﾖｼﾉｶﾞﾘﾁｮｳ"
"41","413411","佐賀県","基山町","ｻｶﾞｹﾝ","ｷﾔﾏﾁｮｳ"
"41","413453","佐賀県","上峰町","ｻｶﾞｹﾝ","ｶﾐﾐﾈﾁｮｳ"
"41","413461","佐賀県","みやき町","ｻｶﾞｹﾝ","ﾐﾔｷﾁｮｳ"
"41","413879","佐賀県","玄海町","ｻｶﾞｹﾝ","ｹﾞﾝｶｲﾁｮｳ"
"41","414018","佐賀県","有田町","ｻｶﾞｹﾝ","ｱﾘﾀﾁｮｳ"
"41","414239","佐賀県","大町町","ｻｶﾞｹﾝ","ｵｵﾏﾁﾁｮｳ"
"41","414247","佐賀県","江北町","ｻｶﾞｹﾝ","ｺｳﾎｸﾏﾁ"
"41","414255","佐賀県","白石町","ｻｶﾞｹﾝ","ｼﾛｲｼﾁｮｳ"
"41","414417","佐賀県","太良町","ｻｶﾞｹﾝ","ﾀﾗﾁｮｳ"
"42","420000","長崎県","","ﾅｶﾞｻｷｹﾝ",""
"42","422011","長崎県","長崎市","ﾅｶﾞｻｷｹﾝ","ﾅｶﾞｻｷｼ"
"42","422029","長崎県","佐世保市","ﾅｶﾞｻｷｹﾝ","ｻｾﾎﾞｼ"
"42","422037","長崎県","島原市","ﾅｶﾞｻｷｹﾝ","ｼﾏﾊﾞﾗｼ"
"42","422045","長崎県","諫早市","ﾅｶﾞｻｷｹﾝ","ｲｻﾊﾔｼ"
"42","422053","長崎県","大村市","ﾅｶﾞｻｷｹﾝ","ｵｵﾑﾗｼ"
"42","422070","長崎県","平戸市","ﾅｶﾞｻｷｹﾝ","ﾋﾗﾄﾞｼ"
"42","422088","長崎県","松浦市","ﾅｶﾞｻｷｹﾝ","ﾏﾂｳﾗｼ"
"42","422096","長崎県","対馬市","ﾅｶﾞｻｷｹﾝ","ﾂｼﾏｼ"
"42","422100","長崎県","壱岐市","ﾅｶﾞｻｷｹﾝ","ｲｷｼ"
"42","422118","長崎県","五島市","ﾅｶﾞｻｷｹﾝ","ｺﾞﾄｳｼ"
"42","422126","長崎県","西海市","ﾅｶﾞｻｷｹﾝ","ｻｲｶｲｼ"
"42","422134","長崎県","雲仙市","ﾅｶﾞｻｷｹﾝ","ｳﾝｾﾞﾝｼ"
"42","422142","長崎県","南島原市","ﾅｶﾞｻｷｹﾝ","ﾐﾅﾐｼﾏﾊﾞﾗｼ"
"42","423076","長崎県","長与町","ﾅｶﾞｻｷｹﾝ","ﾅｶﾞﾖﾁｮｳ"
"42","423084","長崎県","時津町","ﾅｶﾞｻｷｹﾝ","ﾄｷﾞﾂﾁｮｳ"
"42","423211","長崎県","東彼杵町","ﾅｶﾞｻｷｹﾝ","ﾋｶﾞｼｿﾉｷﾞﾁｮｳ"
"42","423220","長崎県","川棚町","ﾅｶﾞｻｷｹﾝ","ｶﾜﾀﾅﾁｮｳ"
"42","423238","長崎県","波佐見町","ﾅｶﾞｻｷｹﾝ","ﾊｻﾐﾁｮｳ"
"42","423831","長崎県","小値賀町","ﾅｶﾞｻｷｹﾝ","ｵﾁﾞｶﾁｮｳ"
"42","423912","長崎県","佐々町","ﾅｶﾞｻｷｹﾝ","ｻｻﾞﾁｮｳ"
"42","424111","長崎県","新上五島町","ﾅｶﾞｻｷｹﾝ","ｼﾝｶﾐｺﾞﾄｳﾁｮｳ"
"43","430005","熊本県","","ｸﾏﾓﾄｹﾝ",""
"43","431001","熊本県","熊本市","ｸﾏﾓﾄｹﾝ","ｸﾏﾓﾄｼ"
"43","431010","熊本県","熊本市中央区","ｸﾏﾓﾄｹﾝ","ｸﾏﾓﾄｼﾁｭｳｵｳｸ"
"43","431028","熊本県","熊本市東区","ｸﾏﾓﾄｹﾝ","ｸﾏﾓﾄｼﾋｶﾞｼｸ"
"43","431036","熊本県","熊本市西区","ｸﾏﾓﾄｹﾝ","ｸﾏﾓﾄｼﾆｼｸ"
"43","431044","熊本県","熊本市南区","ｸﾏﾓﾄｹﾝ","ｸﾏﾓﾄｼﾐﾅﾐｸ"
"43","431052","熊本県","熊本市北区","ｸﾏﾓﾄｹﾝ","ｸﾏﾓﾄｼｷﾀｸ"
"43","432024","熊本県","八代市","ｸﾏﾓﾄｹﾝ","ﾔﾂｼﾛｼ"
"43","432032","熊本県","人吉市","ｸﾏﾓﾄｹﾝ","ﾋﾄﾖｼｼ"
"43","432041","熊本県","荒尾市","ｸﾏﾓﾄｹﾝ","ｱﾗｵｼ"
"43","432059","熊本県","水俣市","ｸﾏﾓﾄｹﾝ","ﾐﾅﾏﾀｼ"
"43","432067","熊本県","玉名市","ｸﾏﾓﾄｹﾝ","ﾀﾏﾅｼ"
"43","432083","熊本県","山鹿市","ｸﾏﾓﾄｹﾝ","ﾔﾏｶﾞｼ"
"43","432105","熊本県","菊池市","ｸﾏﾓﾄｹﾝ","ｷｸﾁｼ"
"43","432113","熊本県","宇土市","ｸﾏﾓﾄｹﾝ","ｳﾄｼ"
"43","432121","熊本県","上天草市","ｸﾏﾓﾄｹﾝ","ｶﾐｱﾏｸｻｼ"
"43","432130","熊本県","宇城市","ｸﾏﾓﾄｹﾝ","ｳｷｼ"
"43","432148","熊本県","阿蘇市","ｸﾏﾓﾄｹﾝ","ｱｿｼ"
"43","432156","熊本県","天草市","ｸﾏﾓﾄｹﾝ","ｱﾏｸｻｼ"
"43","432164","熊本県","合志市","ｸﾏﾓﾄｹﾝ","ｺｳｼｼ"
"43","433489","熊本県","美里町","ｸﾏﾓﾄｹﾝ","ﾐｻﾄﾏﾁ"
"43","433641","熊本県","玉東町","ｸﾏﾓﾄｹﾝ","ｷﾞｮｸﾄｳﾏﾁ"
"43","433675","熊本県","南関町","ｸﾏﾓﾄｹﾝ","ﾅﾝｶﾝﾏﾁ"
"43","433683","熊本県","長洲町","ｸﾏﾓﾄｹﾝ","ﾅｶﾞｽﾏﾁ"
"43","433691","熊本県","和水町","ｸﾏﾓﾄｹﾝ","ﾅｺﾞﾐﾏﾁ"
"43","434035","熊本県","大津町","ｸﾏﾓﾄｹﾝ","ｵｵﾂﾞﾏﾁ"
"43","434043","熊本県","菊陽町","ｸﾏﾓﾄｹﾝ","ｷｸﾖｳﾏﾁ"
"43","434230","熊本県","南小国町","ｸﾏﾓﾄｹﾝ","ﾐﾅﾐｵｸﾞﾆﾏﾁ"
"43","434248","熊本県","小国町","ｸﾏﾓﾄｹﾝ","ｵｸﾞﾆﾏﾁ"
"43","434256","熊本県","産山村","ｸﾏﾓﾄｹﾝ","ｳﾌﾞﾔﾏﾑﾗ"
"43","434281","熊本県","高森町","ｸﾏﾓﾄｹﾝ","ﾀｶﾓﾘﾏﾁ"
"43","434329","熊本県","西原村","ｸﾏﾓﾄｹﾝ","ﾆｼﾊﾗﾑﾗ"
"43","434337","熊本県","南阿蘇村","ｸﾏﾓﾄｹﾝ","ﾐﾅﾐｱｿﾑﾗ"
"43","434418","熊本県","御船町","ｸﾏﾓﾄｹﾝ","ﾐﾌﾈﾏﾁ"
"43","434426","熊本県","嘉島町","ｸﾏﾓﾄｹﾝ","ｶｼﾏﾏﾁ"
"43","434434","熊本県","益城町","ｸﾏﾓﾄｹﾝ","ﾏｼｷﾏﾁ"
"43","434442","熊本県","甲佐町","ｸﾏﾓﾄｹﾝ","ｺｳｻﾏﾁ"
"43","434477","熊本県","山都町","ｸﾏﾓﾄｹﾝ","ﾔﾏﾄﾁｮｳ"
"43","434680","熊本県","氷川町","ｸﾏﾓﾄｹﾝ","ﾋｶﾜﾁｮｳ"
"43","434825","熊本県","芦北町","ｸﾏﾓﾄｹﾝ","ｱｼｷﾀﾏﾁ"
"43","434841","熊本県","津奈木町","ｸﾏﾓﾄｹﾝ","ﾂﾅｷﾞﾏﾁ"
"43","435015","熊本県","錦町","ｸﾏﾓﾄｹﾝ","ﾆｼｷﾏﾁ"
"43","435058","熊本県","多良木町","ｸﾏﾓﾄｹﾝ","ﾀﾗｷﾞﾏﾁ"
"43","435066","熊本県","湯前町","ｸﾏﾓﾄｹﾝ","ﾕﾉﾏｴﾏﾁ"
"43","435074","熊本県","水上村","ｸﾏﾓﾄｹﾝ","ﾐｽﾞｶﾐﾑﾗ"
"43","435104","熊本県","相良村","ｸﾏﾓﾄｹﾝ","ｻｶﾞﾗﾑﾗ"
"43","435112","熊本県","五木村","ｸﾏﾓﾄｹﾝ","ｲﾂｷﾑﾗ"
